Battery Voltage (V),Power (W),Humidity (%rel),Epoch Time,Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Latitude (deg),Longitude (deg),f,df,a1,b1,a2,b2,varianceDensity,direction,directionalSpread,Wind Speed (m/s),Wind Direction (deg),Surface Temperature (°C),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg),Mean Barometric Pressure (hPa),Processing Source
4.13,-0.03,40.8,1772314051,0.28,7.3,5.74,237.28,29.834,223.825,52.94,34.39852,-119.84852,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,36.8,1772312265,-,-,-,-,-,-,-,34.3985000,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,36.8,1772312251,0.24,7.3,6.12,237.571,24.114,227.222,48.487,34.39850,-119.84853,-,-,-,-,-,-,-,-,-,0.00,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,36.8,1772310451,0.26,14.62,5.98,198.093,38.226,226.435,43.052,34.39845,-119.84857,-,-,-,-,-,-,-,-,-,0.00,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,38.4,1772308664,-,-,-,-,-,-,-,34.3984667,-119.8485833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,38.4,1772308651,0.25,7.3,5.4,240.692,22.545,229.07,42.825,34.39847,-119.84858,-,-,-,-,-,-,-,-,-,0.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,38.4,1772306851,0.25,7.86,5.46,235.108,23.252,229.962,45.891,34.39847,-119.84858,-,-,-,-,-,-,-,-,-,0.00,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1772305051,0.26,7.3,5.4,242.239,25.584,228.635,46.124,34.39843,-119.84860,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1772303251,0.26,7.3,5.28,238.521,23.828,231.052,46.641,34.39843,-119.84862,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,43.2,1772305065,-,-,-,-,-,-,-,34.3984500,-119.8486000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.7,53.6,1772301466,-,-,-,-,-,-,-,34.3984333,-119.8487333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.73,53.6,1772301451,0.24,14.62,5.08,198.904,43.021,235.071,47.787,34.39845,-119.84873,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,1.73,53.6,1772299651,0.26,7.3,4.94,244.33,26.15,235.781,50.141,34.39845,-119.84878,-,-,-,-,-,-,-,-,-,0.00,125.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.82,64,1772297866,-,-,-,-,-,-,-,34.3985000,-119.8487333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.91,64,1772297851,0.26,14.62,5.02,200.229,49.822,234.518,51.92,34.39852,-119.84872,-,-,-,-,-,-,-,-,-,0.40,337.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.91,64,1772296051,0.26,14.62,5.1,202.205,51.737,236.084,54.35,34.39860,-119.84877,-,-,-,-,-,-,-,-,-,0.40,354.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.04,72,1772294265,-,-,-,-,-,-,-,34.3985333,-119.8489833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.32,72,1772294251,0.26,7.3,5,246.367,33.501,241.241,53.078,34.39852,-119.84900,-,-,-,-,-,-,-,-,-,0.40,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.32,72,1772292451,0.27,7.3,4.94,248.211,32.404,244.989,51.47,34.39852,-119.84905,-,-,-,-,-,-,-,-,-,0.40,331.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.97,77.6,1772290664,-,-,-,-,-,-,-,34.3985000,-119.8491167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.93,77.6,1772290651,0.29,14.62,4.74,197.391,59.66,238.187,54.086,34.39848,-119.84913,-,-,-,-,-,-,-,-,-,0.40,285.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,0.93,77.6,1772288851,0.3,14.62,4.58,202.645,56.996,244.065,51.454,34.39848,-119.84913,-,-,-,-,-,-,-,-,-,0.40,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,78.4,1772287065,-,-,-,-,-,-,-,34.3984667,-119.8491333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.44,78.4,1772287051,0.3,14.62,4.9,202.175,60.34,244.253,50.467,34.39845,-119.84913,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.44,78.4,1772285251,0.3,14.62,4.96,212.016,52.23,240.363,48.317,34.39837,-119.84913,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,78.4,1772283464,-,-,-,-,-,-,-,34.3984167,-119.8491167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1772283451,0.33,14.62,5,196.025,38.696,237.969,44.897,34.39843,-119.84910,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,78.4,1772281651,0.34,14.62,4.94,205.329,38.859,238.984,41.927,34.39843,-119.84905,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,78.4,1772279865,-,-,-,-,-,-,-,34.3984833,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,78.4,1772279851,0.32,14.62,4.78,203.272,44.368,240.916,41.632,34.39847,-119.84893,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.37,78.4,1772278051,0.31,4.86,4.58,255.628,26.871,244.843,40.73,34.39845,-119.84885,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,77.6,1772276265,-,-,-,-,-,-,-,34.3984833,-119.8487500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,77.6,1772276251,0.33,14.62,4.82,204.215,37.232,240.192,39.285,34.39850,-119.84873,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,77.6,1772274451,0.33,7.3,4.9,240.768,18.337,237.866,41.413,34.39853,-119.84865,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,77.6,1772272665,-,-,-,-,-,-,-,34.3985333,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1772272651,0.33,14.62,4.88,217.036,35.485,237.835,41.025,34.39852,-119.84863,-,-,-,-,-,-,-,-,-,0.80,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,77.6,1772270851,0.34,6.82,4.68,242.729,16.628,240.658,36.782,34.39852,-119.84865,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76.8,1772269065,-,-,-,-,-,-,-,34.3985000,-119.8487000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.4,76.8,1772269051,0.34,4.44,4.6,253.873,26.83,238.8,38.548,34.39848,-119.84870,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.4,76.8,1772267251,0.35,4.64,4.5,261.102,25.953,240.129,38.579,34.39845,-119.84867,-,-,-,-,-,-,-,-,-,0.80,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,76,1772265465,-,-,-,-,-,-,-,34.3984500,-119.8486167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76,1772265451,0.34,6.82,4.68,246.374,21.543,241.846,35.89,34.39845,-119.84862,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.33,76,1772263651,0.34,4.44,4.78,257.073,21.327,243.147,37.711,34.39845,-119.84860,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,75.2,1772261866,-,-,-,-,-,-,-,34.3984333,-119.8485833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,75.2,1772261851,0.36,4.44,4.94,256.591,21.199,242.463,36.306,34.39843,-119.84858,-,-,-,-,-,-,-,-,-,0.00,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,75.2,1772260051,0.36,6.82,5.24,237.355,20.361,238.829,37.182,34.39843,-119.84858,-,-,-,-,-,-,-,-,-,0.00,194.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,74.4,1772258265,-,-,-,-,-,-,-,34.3984333,-119.8485500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,74.4,1772258251,0.33,7.3,5.22,236.886,23.464,236.795,41.54,34.39843,-119.84855,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,74.4,1772256451,0.31,6.82,5.24,240.496,22.776,235.904,42.325,34.39845,-119.84853,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,72.8,1772254665,-,-,-,-,-,-,-,34.3984833,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,72.8,1772254651,0.3,7.86,5.14,237.839,23.69,231.598,45.85,34.39848,-119.84852,-,-,-,-,-,-,-,-,-,0.40,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.34,72.8,1772252851,0.31,14.62,5.24,212.115,35.409,232.055,44.538,34.39848,-119.84852,-,-,-,-,-,-,-,-,-,0.40,211.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.34,69.6,1772251065,-,-,-,-,-,-,-,34.3985167,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.37,69.6,1772251051,0.3,7.3,5.22,238.082,27.405,233.212,45.318,34.39850,-119.84853,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.37,69.6,1772249251,0.32,6.82,5.32,241.365,24.618,237.378,45.578,34.39850,-119.84853,-,-,-,-,-,-,-,-,-,0.40,222.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,62.4,1772247464,-,-,-,-,-,-,-,34.3985000,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,62.4,1772247451,0.31,14.62,5.3,212.029,41.388,235.251,47.228,34.39848,-119.84853,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.33,62.4,1772245651,0.31,7.3,5.18,232.827,27.095,235.653,47.12,34.39848,-119.84853,-,-,-,-,-,-,-,-,-,0.00,137.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.31,52,1772243866,-,-,-,-,-,-,-,34.3984667,-119.8485333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,52,1772243851,0.31,14.62,5.18,214.142,40.034,235.862,44.877,34.39848,-119.84852,-,-,-,-,-,-,-,-,-,0.00,142.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.36,52,1772242051,0.34,7.86,5.22,220.968,45.953,235.16,47.095,34.39850,-119.84852,-,-,-,-,-,-,-,-,-,0.00,120.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1772240264,-,-,-,-,-,-,-,34.3985167,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1772240251,0.35,14.62,5.22,204.347,30.496,234.81,46.306,34.39853,-119.84852,-,-,-,-,-,-,-,-,-,0.40,194.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,48.8,1772238451,0.36,5.38,5.1,249.255,36.458,237.158,47.269,34.39853,-119.84852,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.05,44,1772236666,-,-,-,-,-,-,-,34.3985000,-119.8485000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1772236651,0.35,14.62,4.98,210.975,29.227,237.553,43.455,34.39848,-119.84852,-,-,-,-,-,-,-,-,-,0.40,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,44,1772234851,0.32,14.62,4.96,212.255,33.073,238.927,44.326,34.39847,-119.84852,-,-,-,-,-,-,-,-,-,0.40,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1772233066,-,-,-,-,-,-,-,34.3984833,-119.8485167,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1772233051,0.34,5.68,4.88,249.845,29.738,239.818,44.383,34.39847,-119.84852,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.03,40,1772231251,0.33,5.68,4.92,250.582,29.835,240.629,45.289,34.39847,-119.84852,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,37.6,1772229466,-,-,-,-,-,-,-,34.3985000,-119.8485000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,37.6,1772229451,0.35,7.86,4.92,228.297,29.723,239.619,43.685,34.39852,-119.84852,-,-,-,-,-,-,-,-,-,0.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,37.6,1772227651,0.36,7.86,4.92,233.999,19.638,237.403,40.269,34.39852,-119.84853,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,37.6,1772225866,-,-,-,-,-,-,-,34.3985333,-119.8485500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,38.4,1772225851,0.37,7.3,4.8,236.41,21.533,241.502,40.36,34.39855,-119.84857,-,-,-,-,-,-,-,-,-,0.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,38.4,1772224051,0.39,6.82,4.76,242.699,23.126,248.575,40.788,34.39858,-119.84858,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1772222265,-,-,-,-,-,-,-,34.3986000,-119.8486500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1772222251,0.4,7.3,4.64,239.666,21.288,249.704,37.952,34.39860,-119.84867,-,-,-,-,-,-,-,-,-,1.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,39.2,1772220451,0.43,4.64,4.68,260.101,21.923,249.249,38.648,34.39850,-119.84867,-,-,-,-,-,-,-,-,-,0.40,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.1,-0.04,44,1772218665,-,-,-,-,-,-,-,34.3984000,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,44,1772218651,0.45,7.86,5,237.616,19.86,243.594,37.406,34.39838,-119.84898,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,44,1772216851,0.43,7.86,4.74,239.332,19.683,245.505,35.224,34.39838,-119.84915,-,-,-,-,-,-,-,-,-,0.40,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,57.6,1772215065,-,-,-,-,-,-,-,34.3984333,-119.8491500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,58.4,1772215051,0.46,8.52,4.88,237.357,18.191,245.139,34.08,34.39843,-119.84913,-,-,-,-,-,-,-,-,-,1.20,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,-0.03,58.4,1772213251,0.42,7.86,4.62,237.515,19.686,247.163,38.587,34.39843,-119.84913,-,-,-,-,-,-,-,-,-,0.40,217.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.07,66.4,1772211466,-,-,-,-,-,-,-,34.3984333,-119.8491333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.07,66.4,1772211451,0.45,4.86,4.78,258.261,22.555,245.423,38.982,34.39845,-119.84915,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.16,2.07,66.4,1772209651,0.45,4.86,4.72,251.304,27.916,247.408,39.416,34.39845,-119.84917,-,-,-,-,-,-,-,-,-,0.80,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.72,73.6,1772207865,-,-,-,-,-,-,-,34.3984333,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.62,73.6,1772207851,0.47,7.86,4.68,237.982,24.202,250.984,39.529,34.39845,-119.84918,-,-,-,-,-,-,-,-,-,0.80,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.13,1.62,73.6,1772206051,0.53,4.08,4.68,268.834,29.848,251.519,39.3,34.39845,-119.84918,-,-,-,-,-,-,-,-,-,0.80,268.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.49,77.6,1772204266,-,-,-,-,-,-,-,34.3984833,-119.8492000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.51,77.6,1772204251,0.53,4.08,4.74,266.077,30.605,251.565,41.167,34.39847,-119.84920,-,-,-,-,-,-,-,-,-,0.80,274.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,0.51,77.6,1772202451,0.51,4.44,4.74,262.144,32.735,252.223,42.354,34.39847,-119.84920,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.32,78.4,1772200665,-,-,-,-,-,-,-,34.3984333,-119.8492000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,78.4,1772200651,0.51,6.82,4.78,245.514,26.688,252.247,40.24,34.39842,-119.84920,-,-,-,-,-,-,-,-,-,0.80,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.34,78.4,1772198851,0.49,6.02,5.06,249.952,28.274,250.509,41.451,34.39842,-119.84920,-,-,-,-,-,-,-,-,-,0.80,257.14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.33,78.4,1772197064,-,-,-,-,-,-,-,34.3984167,-119.8491833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.4,78.4,1772197051,0.49,7.86,5,238.079,32.103,246.987,43.437,34.39842,-119.84918,-,-,-,-,-,-,-,-,-,0.40,262.86,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.4,78.4,1772195251,0.49,7.86,5.18,240.301,25.152,244.774,42.152,34.39842,-119.84918,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.04,-0.61,78.4,1772193466,-,-,-,-,-,-,-,34.3984167,-119.8491667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,78.4,1772193451,0.52,6.4,5.14,247.333,23.879,246.416,37.848,34.39842,-119.84917,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,78.4,1772191651,0.49,7.86,5.1,238.92,24.2,246.633,37.682,34.39842,-119.84915,-,-,-,-,-,-,-,-,-,0.40,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,77.6,1772189865,-,-,-,-,-,-,-,34.3984167,-119.8491333,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,77.6,1772189851,0.49,7.86,5.08,240.719,23.848,244.407,36.345,34.39842,-119.84913,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,77.6,1772188051,0.53,7.3,5.28,241.985,14.553,244.618,33.845,34.39848,-119.84908,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1772186265,-,-,-,-,-,-,-,34.3985667,-119.8490667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1772186251,0.53,7.3,5.28,242.266,15.345,245.54,31.884,34.39857,-119.84905,-,-,-,-,-,-,-,-,-,1.20,251.43,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1772184451,0.53,7.3,5.32,241.154,14.842,243.494,31.627,34.39857,-119.84902,-,-,-,-,-,-,-,-,-,1.20,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.64,76.8,1772182666,-,-,-,-,-,-,-,34.3985500,-119.8490000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1772182651,0.51,7.86,5.18,238.423,17.038,244.319,31.343,34.39855,-119.84898,-,-,-,-,-,-,-,-,-,0.40,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,76.8,1772180851,0.55,7.86,5.36,237.623,16.533,241.141,30.017,34.39860,-119.84898,-,-,-,-,-,-,-,-,-,0.80,234.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.56,76.8,1772179066,-,-,-,-,-,-,-,34.3985167,-119.8489667,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,76.8,1772179051,0.53,7.86,5.26,238.551,13.913,242.133,29.684,34.39850,-119.84895,-,-,-,-,-,-,-,-,-,0.80,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.38,76.8,1772177251,0.53,7.86,5,237.373,15.263,241.143,31.098,34.39847,-119.84895,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.39,76,1772175464,-,-,-,-,-,-,-,34.3984667,-119.8488833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76,1772175451,0.54,7.86,4.98,238.595,16.485,241.555,32.476,34.39845,-119.84888,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.32,76,1772173651,0.57,6.82,4.82,242.858,17.059,242.83,33.56,34.39842,-119.84897,-,-,-,-,-,-,-,-,-,1.60,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,75.2,1772171866,-,-,-,-,-,-,-,34.3984500,-119.8489500,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,75.2,1772171851,0.55,7.86,4.78,236.261,18.365,239.894,33.581,34.39845,-119.84895,-,-,-,-,-,-,-,-,-,0.80,245.71,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.36,75.2,1772170051,0.54,8.52,4.62,235.583,19.708,241.352,33.425,34.39848,-119.84900,-,-,-,-,-,-,-,-,-,1.60,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.35,73.6,1772168266,-,-,-,-,-,-,-,34.3985667,-119.8486833,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,73.6,1772168251,0.51,8.52,4.6,235.091,19.366,241.577,32.829,34.39857,-119.84867,-,-,-,-,-,-,-,-,-,0.80,228.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
4.07,-0.31,73.6,1772166451,0.53,8.52,4.8,233.223,15.861,238.606,33.832,34.39855,-119.84857,-,-,-,-,-,-,-,-,-,1.20,240.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,embedded
